Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost,Car_Age,Price_Category,Mileage_Category
4377,Volkswagen,Tiguan,2021,Diesel,Manual,2180000,22.5,1000,6,7400,4,Luxury,High Mileage
4378,Toyota,Glanza,2023,Petrol,Automatic,3220000,25.2,1800,5,10600,2,Luxury,High Mileage
4379,Tata Motors,Harrier,2024,CNG,Automatic,960000,20,1800,5,6800,1,Budget,High Mileage
4380,Volkswagen,Taigun,2017,Diesel,Automatic,2510000,17.8,1800,6,22600,8,Luxury,Low Mileage
4381,Skoda,Octavia,2020,Petrol,Automatic,1730000,10.4,1000,4,17000,5,Mid Range,Low Mileage
4382,Renault,Kiger,2024,CNG,Automatic,840000,16.2,2500,7,9800,1,Budget,Low Mileage
4383,Mahindra,Thar,2017,Diesel,Manual,2440000,18.3,1800,4,18300,8,Luxury,Low Mileage
4384,Kia,EV6,2023,Petrol,Manual,2460000,24.1,2000,4,24300,2,Luxury,High Mileage
4385,Kia,EV6,2021,Electric,Manual,450000,29.7,2000,5,20100,4,Budget,High Mileage
4386,Volkswagen,Virtus,2023,Electric,Manual,490000,25.8,1500,7,6200,2,Budget,High Mileage
4387,Tata Motors,Harrier,2018,CNG,Manual,530000,12,1500,5,5600,7,Budget,Low Mileage
4388,Hyundai,Verna,2023,Diesel,Automatic,2440000,24.3,800,5,11300,2,Luxury,High Mileage
4389,Renault,Kiger,2017,CNG,Automatic,3230000,11.9,2500,7,18600,8,Luxury,Low Mileage
4390,Hyundai,i10,2015,Diesel,Manual,2150000,22.9,800,4,16800,10,Luxury,High Mileage
4391,Skoda,Rapid,2020,Diesel,Automatic,2450000,15.4,1000,7,5100,5,Luxury,Low Mileage
4392,Kia,Sonet,2023,CNG,Manual,2770000,13,2500,7,7300,2,Luxury,Low Mileage
4393,Volkswagen,Taigun,2024,Electric,Automatic,1480000,21.5,2000,7,14800,1,Mid Range,High Mileage
4394,Renault,Lodgy,2023,Electric,Automatic,1050000,14.4,2000,4,9300,2,Mid Range,Low Mileage
4395,Toyota,Innova,2016,Diesel,Manual,3380000,20.1,2500,5,9200,9,Luxury,High Mileage
4396,Maruti Suzuki,Ertiga,2017,Electric,Automatic,470000,22.3,800,4,16100,8,Budget,High Mileage
4397,Skoda,Kushaq,2020,Diesel,Automatic,2910000,14.2,2500,6,15900,5,Luxury,Low Mileage
4398,Hyundai,Verna,2021,Diesel,Automatic,3020000,26.3,1500,4,20300,4,Luxury,High Mileage
4399,Kia,Sonet,2017,Diesel,Automatic,420000,24.7,1500,5,23700,8,Budget,High Mileage
4400,Maruti Suzuki,Baleno,2017,Electric,Automatic,1890000,18.8,2000,5,6600,8,Mid Range,Low Mileage
4401,Kia,Sonet,2020,CNG,Manual,1650000,14.7,2500,7,8900,5,Mid Range,Low Mileage
4402,Mahindra,XUV300,2020,Electric,Manual,470000,26.4,2500,4,21100,5,Budget,High Mileage
4403,Maruti Suzuki,Dzire,2020,Diesel,Automatic,3320000,24.6,1200,7,17000,5,Luxury,High Mileage
4404,Mahindra,Thar,2021,Diesel,Manual,2680000,23.3,2000,4,10300,4,Luxury,High Mileage
4405,Tata Motors,Altroz,2016,Electric,Manual,2210000,16.5,800,7,21400,9,Luxury,Low Mileage
4406,Toyota,Urban Cruiser,2019,Petrol,Manual,1300000,26.9,2000,7,11100,6,Mid Range,High Mileage
4407,Maruti Suzuki,Dzire,2022,CNG,Automatic,2210000,11.3,1200,6,7400,3,Luxury,Low Mileage
4408,Toyota,Camry,2023,Diesel,Manual,2960000,13.3,1800,6,24000,2,Luxury,Low Mileage
4409,Kia,Seltos,2023,CNG,Automatic,2020000,19.4,1000,7,7700,2,Luxury,Low Mileage
4410,Skoda,Slavia,2016,CNG,Automatic,1680000,29.8,2500,6,8800,9,Mid Range,High Mileage
4411,Mahindra,Scorpio,2020,CNG,Automatic,2510000,18.4,2500,5,16900,5,Luxury,Low Mileage
4412,Honda,WR-V,2024,Petrol,Automatic,3430000,14.9,1800,4,11300,1,Luxury,Low Mileage
4413,Hyundai,Creta,2016,Petrol,Automatic,2170000,17.4,1200,5,6500,9,Luxury,Low Mileage
4414,Volkswagen,Virtus,2023,Electric,Automatic,1340000,10.3,2500,7,22100,2,Mid Range,Low Mileage
4415,Maruti Suzuki,Swift,2020,Diesel,Manual,570000,14.9,800,4,19300,5,Budget,Low Mileage
4416,Maruti Suzuki,Ertiga,2022,Electric,Automatic,1760000,13,1800,6,9300,3,Mid Range,Low Mileage
4417,Renault,Kwid,2022,Petrol,Automatic,2270000,15,1500,4,23100,3,Luxury,Low Mileage
4418,Hyundai,Creta,2021,Petrol,Automatic,2180000,25.3,1800,7,11400,4,Luxury,High Mileage
4419,Volkswagen,Virtus,2023,Electric,Manual,3030000,15.3,1800,4,17300,2,Luxury,Low Mileage
4420,Renault,Duster,2020,Diesel,Manual,1460000,25.6,2500,5,14700,5,Mid Range,High Mileage
4421,Mahindra,XUV300,2016,Electric,Automatic,3320000,27.2,800,7,17800,9,Luxury,High Mileage
4422,Renault,Triber,2022,Diesel,Automatic,1030000,14.2,1500,6,11400,3,Mid Range,Low Mileage
4423,Tata Motors,Nexon,2018,Electric,Automatic,930000,17.8,2500,4,16900,7,Budget,Low Mileage
4424,Maruti Suzuki,Dzire,2019,CNG,Automatic,1070000,17.4,1500,4,24300,6,Mid Range,Low Mileage
4425,Kia,EV6,2023,Diesel,Automatic,1130000,26.7,1000,6,13600,2,Mid Range,High Mileage
4426,Toyota,Fortuner,2018,Diesel,Manual,2820000,20.3,800,5,11200,7,Luxury,High Mileage
4427,Mahindra,XUV700,2020,CNG,Manual,440000,17.5,1800,6,14500,5,Budget,Low Mileage
4428,Renault,Lodgy,2015,Electric,Manual,3420000,26.9,800,7,24000,10,Luxury,High Mileage
4429,Kia,Sonet,2016,Diesel,Automatic,1360000,11.9,1200,6,5600,9,Mid Range,Low Mileage
4430,Kia,Sonet,2017,Diesel,Automatic,440000,27.3,1200,5,12200,8,Budget,High Mileage
4431,Honda,Jazz,2019,Electric,Manual,2920000,29.6,2000,4,5700,6,Luxury,High Mileage
4432,Kia,Carnival,2018,Diesel,Automatic,1510000,24.3,1500,4,24800,7,Mid Range,High Mileage
4433,Honda,WR-V,2019,Diesel,Automatic,890000,11.9,2000,7,21600,6,Budget,Low Mileage
4434,Maruti Suzuki,WagonR,2020,Electric,Manual,3420000,17.9,2000,4,24700,5,Luxury,Low Mileage
4435,Renault,Lodgy,2021,Petrol,Manual,1770000,24.1,2500,4,20900,4,Mid Range,High Mileage
4436,Hyundai,i10,2022,Diesel,Automatic,2860000,29,1800,5,20700,3,Luxury,High Mileage
4437,Mahindra,Thar,2017,CNG,Manual,1020000,25.3,1500,7,12600,8,Mid Range,High Mileage
4438,Maruti Suzuki,WagonR,2019,Electric,Automatic,1790000,20.3,1500,6,16000,6,Mid Range,High Mileage
4439,Hyundai,i10,2020,CNG,Automatic,3050000,28.9,1800,7,9300,5,Luxury,High Mileage
4440,Renault,Kiger,2016,Electric,Manual,730000,19.3,800,5,7600,9,Budget,Low Mileage
4441,Honda,Civic,2023,CNG,Manual,2070000,19.7,800,6,23700,2,Luxury,Low Mileage
4442,Toyota,Camry,2015,CNG,Manual,1380000,24.3,2500,4,5000,10,Mid Range,High Mileage
4443,Honda,Amaze,2021,Electric,Automatic,2750000,11.1,1800,7,6600,4,Luxury,Low Mileage
4444,Renault,Triber,2018,Electric,Manual,2620000,11.9,2500,7,23500,7,Luxury,Low Mileage
4445,Honda,City,2024,Diesel,Automatic,1760000,22.6,1800,7,16500,1,Mid Range,High Mileage
4446,Renault,Triber,2015,Petrol,Automatic,1880000,17.4,1200,4,16200,10,Mid Range,Low Mileage
4447,Maruti Suzuki,Swift,2020,Diesel,Automatic,1180000,26,2000,7,7600,5,Mid Range,High Mileage
4448,Mahindra,XUV700,2015,Diesel,Automatic,1500000,28.7,2000,6,5000,10,Mid Range,High Mileage
4449,Toyota,Glanza,2020,Petrol,Automatic,1240000,19.3,1800,4,8400,5,Mid Range,Low Mileage
4450,Kia,EV6,2019,Petrol,Manual,2320000,26.7,800,6,12500,6,Luxury,High Mileage
4451,Renault,Triber,2021,Electric,Manual,930000,10.2,2000,4,24300,4,Budget,Low Mileage
4452,Kia,Sonet,2016,Petrol,Automatic,3330000,27.2,2000,6,15700,9,Luxury,High Mileage
4453,Mahindra,Thar,2022,Diesel,Manual,2990000,27.3,800,6,16300,3,Luxury,High Mileage
4454,Honda,Jazz,2015,Diesel,Manual,2000000,15.5,2000,7,14900,10,Mid Range,Low Mileage
4455,Honda,City,2021,Petrol,Automatic,650000,26.3,2500,6,12700,4,Budget,High Mileage
4456,Tata Motors,Tiago,2019,CNG,Manual,2490000,22.1,1200,4,11300,6,Luxury,High Mileage
4457,Renault,Lodgy,2016,Petrol,Automatic,3340000,21.7,2500,5,21900,9,Luxury,High Mileage
4458,Volkswagen,Taigun,2019,Electric,Manual,1640000,11.8,1800,6,10100,6,Mid Range,Low Mileage
4459,Kia,Carnival,2022,Diesel,Manual,1930000,18.9,2000,4,23800,3,Mid Range,Low Mileage
4460,Tata Motors,Tiago,2020,Electric,Manual,2540000,14.9,1200,5,14700,5,Luxury,Low Mileage
4461,Volkswagen,Vento,2016,Diesel,Automatic,1880000,28.3,800,4,16400,9,Mid Range,High Mileage
4462,Toyota,Innova,2019,CNG,Manual,1020000,26.6,1500,7,22200,6,Mid Range,High Mileage
4463,Skoda,Slavia,2017,Petrol,Automatic,640000,18.3,1200,5,24300,8,Budget,Low Mileage
4464,Toyota,Camry,2020,Petrol,Manual,2720000,28.1,1800,5,14700,5,Luxury,High Mileage
4465,Honda,Jazz,2017,Petrol,Manual,2780000,20.7,1800,5,5900,8,Luxury,High Mileage
4466,Toyota,Urban Cruiser,2021,Petrol,Manual,910000,20.6,2500,5,22200,4,Budget,High Mileage
4467,Renault,Duster,2021,Electric,Automatic,800000,20.6,1800,4,20900,4,Budget,High Mileage
4468,Skoda,Slavia,2020,CNG,Manual,930000,13.8,2500,6,21700,5,Budget,Low Mileage
4469,Hyundai,Venue,2017,Electric,Automatic,750000,11.2,1500,7,17000,8,Budget,Low Mileage
4470,Renault,Duster,2021,Diesel,Manual,2350000,21.3,1500,5,20700,4,Luxury,High Mileage
4471,Skoda,Octavia,2023,CNG,Manual,3290000,14.8,1200,5,9500,2,Luxury,Low Mileage
4472,Kia,Seltos,2015,Petrol,Automatic,440000,18.1,1000,4,9700,10,Budget,Low Mileage
4473,Tata Motors,Nexon,2023,Diesel,Automatic,2460000,29.7,1800,5,15000,2,Luxury,High Mileage
4474,Renault,Duster,2015,CNG,Manual,880000,18.2,1500,5,19700,10,Budget,Low Mileage
4475,Toyota,Urban Cruiser,2018,CNG,Automatic,730000,22.5,2500,4,22700,7,Budget,High Mileage
4476,Skoda,Octavia,2023,Petrol,Manual,620000,23.4,2500,5,18700,2,Budget,High Mileage
4477,Mahindra,Bolero,2015,Diesel,Automatic,980000,13.5,1000,6,13300,10,Budget,Low Mileage
4478,Mahindra,Bolero,2021,Petrol,Manual,3280000,29.1,1200,6,19800,4,Luxury,High Mileage
4479,Mahindra,XUV300,2021,Petrol,Manual,690000,16.5,1200,6,6800,4,Budget,Low Mileage
4480,Toyota,Fortuner,2024,Petrol,Manual,2400000,24.2,1000,6,6500,1,Luxury,High Mileage
4481,Volkswagen,Virtus,2015,Petrol,Automatic,2300000,21.2,2000,7,9800,10,Luxury,High Mileage
4482,Kia,Carens,2023,Electric,Automatic,710000,21.5,1200,5,7400,2,Budget,High Mileage
4483,Mahindra,XUV700,2022,Petrol,Automatic,2940000,25.7,1800,7,6200,3,Luxury,High Mileage
4484,Kia,EV6,2017,Diesel,Manual,1700000,15.3,1200,4,10400,8,Mid Range,Low Mileage
4485,Kia,EV6,2022,Petrol,Automatic,2360000,14.2,1500,7,19400,3,Luxury,Low Mileage
4486,Toyota,Innova,2015,Electric,Manual,2520000,16.7,1500,5,17500,10,Luxury,Low Mileage
4487,Skoda,Slavia,2016,Petrol,Manual,2820000,26.4,1000,5,11900,9,Luxury,High Mileage
4488,Kia,Carens,2019,Electric,Manual,1800000,11.4,1500,7,21100,6,Mid Range,Low Mileage
4489,Hyundai,Creta,2022,Petrol,Manual,730000,15.5,1800,6,14300,3,Budget,Low Mileage
4490,Hyundai,i20,2015,Petrol,Automatic,2320000,17.3,2000,7,5700,10,Luxury,Low Mileage
4491,Kia,Carnival,2022,Electric,Manual,1160000,20.3,1000,5,18400,3,Mid Range,High Mileage
4492,Skoda,Rapid,2017,Electric,Automatic,2350000,21.5,1800,7,22500,8,Luxury,High Mileage
4493,Maruti Suzuki,Ertiga,2019,Petrol,Automatic,1880000,22.6,1500,6,10200,6,Mid Range,High Mileage
4494,Toyota,Fortuner,2021,CNG,Automatic,3310000,29.2,2500,7,10300,4,Luxury,High Mileage
4495,Hyundai,Venue,2018,CNG,Automatic,1250000,19.8,1800,5,14000,7,Mid Range,Low Mileage
4496,Kia,EV6,2018,Diesel,Manual,2430000,16.1,1500,5,22800,7,Luxury,Low Mileage
4497,Tata Motors,Harrier,2016,Petrol,Automatic,690000,21.5,1500,6,21100,9,Budget,High Mileage
4498,Honda,WR-V,2022,Diesel,Automatic,2090000,11.2,2500,5,17100,3,Luxury,Low Mileage
4499,Maruti Suzuki,Swift,2020,Petrol,Automatic,2460000,15.6,1500,6,7900,5,Luxury,Low Mileage
4500,Hyundai,Creta,2015,Diesel,Automatic,850000,20.6,2000,6,9700,10,Budget,High Mileage
4501,Maruti Suzuki,Baleno,2023,Petrol,Automatic,3240000,28.3,1200,6,17300,2,Luxury,High Mileage
4502,Hyundai,i10,2023,Electric,Automatic,3390000,16,800,7,24400,2,Luxury,Low Mileage
4503,Skoda,Slavia,2021,CNG,Manual,3130000,19.3,2000,6,12400,4,Luxury,Low Mileage
4504,Tata Motors,Punch,2024,Electric,Manual,2400000,18.1,800,4,6600,1,Luxury,Low Mileage
4505,Honda,Amaze,2016,Petrol,Manual,3020000,18.4,1000,6,25000,9,Luxury,Low Mileage
4506,Skoda,Superb,2024,Diesel,Automatic,3430000,13.1,1800,4,11000,1,Luxury,Low Mileage
4507,Mahindra,XUV700,2019,Diesel,Manual,1540000,18.2,800,6,22800,6,Mid Range,Low Mileage
4508,Hyundai,Creta,2016,Electric,Manual,2620000,21.5,1000,5,11000,9,Luxury,High Mileage
4509,Renault,Lodgy,2017,Diesel,Automatic,1380000,17.7,1500,6,16300,8,Mid Range,Low Mileage
4510,Mahindra,Scorpio,2021,Petrol,Automatic,2120000,19.4,2000,6,23800,4,Luxury,Low Mileage
4511,Maruti Suzuki,Baleno,2022,CNG,Automatic,3130000,25.8,1000,6,5400,3,Luxury,High Mileage
4512,Tata Motors,Nexon,2023,CNG,Manual,570000,12.2,1500,7,24300,2,Budget,Low Mileage
4513,Kia,Carnival,2020,Petrol,Automatic,750000,23.2,1200,6,15800,5,Budget,High Mileage
4514,Tata Motors,Nexon,2023,Electric,Manual,2790000,12.7,2000,6,17200,2,Luxury,Low Mileage
4515,Tata Motors,Harrier,2022,Petrol,Automatic,3360000,22.1,2000,4,17500,3,Luxury,High Mileage
4516,Kia,Carens,2021,Electric,Automatic,2700000,22.4,2500,5,17400,4,Luxury,High Mileage
4517,Tata Motors,Harrier,2024,Petrol,Automatic,2140000,27,1000,6,20800,1,Luxury,High Mileage
4518,Honda,Jazz,2015,Electric,Automatic,680000,14.9,1800,4,23200,10,Budget,Low Mileage
4519,Renault,Triber,2021,Petrol,Manual,2990000,20.1,2500,5,16900,4,Luxury,High Mileage
4520,Toyota,Innova,2017,Electric,Automatic,3140000,25.5,800,4,11800,8,Luxury,High Mileage
4521,Honda,City,2018,Petrol,Manual,2150000,13.4,800,6,13800,7,Luxury,Low Mileage
4522,Volkswagen,Vento,2021,CNG,Manual,2980000,15.8,1200,6,19300,4,Luxury,Low Mileage
4523,Tata Motors,Nexon,2024,Petrol,Automatic,400000,23.3,800,7,14800,1,Budget,High Mileage
4524,Maruti Suzuki,Ertiga,2023,Petrol,Manual,2300000,20.2,1800,5,18900,2,Luxury,High Mileage
4525,Maruti Suzuki,Swift,2021,Petrol,Automatic,810000,29.9,1200,4,15500,4,Budget,High Mileage
4526,Renault,Duster,2017,Electric,Automatic,580000,23.4,1200,6,11600,8,Budget,High Mileage
4527,Volkswagen,Polo,2017,CNG,Manual,790000,11.2,1200,7,12200,8,Budget,Low Mileage
4528,Toyota,Glanza,2016,Petrol,Automatic,1810000,28.9,1200,4,21300,9,Mid Range,High Mileage
4529,Volkswagen,Vento,2024,Petrol,Automatic,1060000,26.5,800,7,10900,1,Mid Range,High Mileage
4530,Hyundai,Verna,2023,Diesel,Automatic,2130000,15.3,2500,7,6700,2,Luxury,Low Mileage
4531,Skoda,Superb,2022,Petrol,Automatic,1550000,22.7,1200,6,8500,3,Mid Range,High Mileage
4532,Mahindra,Scorpio,2021,Diesel,Automatic,510000,11.7,2500,6,15800,4,Budget,Low Mileage
4533,Mahindra,Thar,2020,Electric,Automatic,770000,23.6,800,4,12100,5,Budget,High Mileage
4534,Renault,Kiger,2016,Diesel,Automatic,2750000,22.5,1000,6,19400,9,Luxury,High Mileage
4535,Mahindra,XUV300,2015,CNG,Manual,670000,13.8,1500,5,17400,10,Budget,Low Mileage
4536,Hyundai,Verna,2016,Petrol,Automatic,2350000,29.1,1800,4,19600,9,Luxury,High Mileage
4537,Honda,Jazz,2015,Petrol,Automatic,1940000,16.7,1800,7,13400,10,Mid Range,Low Mileage
4538,Honda,Jazz,2019,Petrol,Automatic,1320000,29.9,1500,5,15300,6,Mid Range,High Mileage
4539,Toyota,Innova,2016,Electric,Automatic,2780000,13.5,1800,5,21400,9,Luxury,Low Mileage
4540,Tata Motors,Altroz,2018,CNG,Manual,1090000,21.8,1200,4,5000,7,Mid Range,High Mileage
4541,Honda,Civic,2018,Petrol,Manual,1920000,17.5,2000,6,13100,7,Mid Range,Low Mileage
4542,Renault,Triber,2018,Petrol,Automatic,470000,28.7,1200,4,6200,7,Budget,High Mileage
4543,Mahindra,XUV300,2022,CNG,Manual,2930000,12.5,1800,7,19300,3,Luxury,Low Mileage
4544,Volkswagen,Polo,2020,CNG,Manual,1130000,27.9,800,6,12400,5,Mid Range,High Mileage
4545,Renault,Duster,2022,Petrol,Manual,2830000,24,2000,6,24700,3,Luxury,High Mileage
4546,Volkswagen,Vento,2019,Electric,Manual,1340000,25.9,1200,6,15000,6,Mid Range,High Mileage
4547,Skoda,Slavia,2024,Electric,Automatic,1260000,23.7,1200,7,6100,1,Mid Range,High Mileage
4548,Skoda,Octavia,2015,Electric,Manual,1180000,26.2,1800,5,17300,10,Mid Range,High Mileage
4549,Hyundai,i20,2020,Diesel,Manual,1730000,23.1,2500,5,10500,5,Mid Range,High Mileage
4550,Kia,Seltos,2024,Electric,Manual,1660000,16.7,1200,7,9300,1,Mid Range,Low Mileage
4551,Volkswagen,Tiguan,2015,Electric,Manual,3190000,23.3,1000,7,21700,10,Luxury,High Mileage
4552,Toyota,Camry,2019,CNG,Manual,470000,29.8,1500,5,20700,6,Budget,High Mileage
4553,Volkswagen,Vento,2017,Diesel,Automatic,2650000,21.9,1200,6,11200,8,Luxury,High Mileage
4554,Mahindra,Thar,2022,Petrol,Manual,2940000,10.8,1000,5,7800,3,Luxury,Low Mileage
4555,Maruti Suzuki,WagonR,2017,Electric,Manual,3160000,17.5,2000,6,9600,8,Luxury,Low Mileage
4556,Kia,Sonet,2022,Petrol,Manual,2030000,17.6,2000,5,20600,3,Luxury,Low Mileage
4557,Toyota,Fortuner,2021,Electric,Manual,2760000,19.4,2500,4,20600,4,Luxury,Low Mileage
4558,Kia,EV6,2015,Electric,Automatic,620000,28.3,800,7,14700,10,Budget,High Mileage
4559,Skoda,Rapid,2019,Diesel,Manual,1360000,13.9,1000,6,20500,6,Mid Range,Low Mileage
4560,Honda,City,2021,Petrol,Automatic,490000,23.9,1200,6,18300,4,Budget,High Mileage
4561,Honda,Jazz,2023,Petrol,Manual,3200000,19.5,1500,5,24900,2,Luxury,Low Mileage
4562,Hyundai,i10,2016,Diesel,Automatic,2740000,12,1000,5,7500,9,Luxury,Low Mileage
4563,Renault,Lodgy,2019,Electric,Manual,1710000,14.6,2000,6,16000,6,Mid Range,Low Mileage
4564,Volkswagen,Taigun,2020,Petrol,Manual,980000,26.4,800,5,17000,5,Budget,High Mileage
4565,Mahindra,XUV300,2024,CNG,Manual,2040000,15.9,1000,5,12200,1,Luxury,Low Mileage
4566,Kia,Carnival,2019,Petrol,Manual,1790000,29.6,2500,6,21800,6,Mid Range,High Mileage
4567,Renault,Lodgy,2017,CNG,Automatic,740000,18,2000,5,7900,8,Budget,Low Mileage
4568,Skoda,Rapid,2022,CNG,Automatic,2090000,22.9,2500,7,5300,3,Luxury,High Mileage
4569,Maruti Suzuki,Dzire,2016,CNG,Manual,1940000,16.7,2000,5,6400,9,Mid Range,Low Mileage
4570,Maruti Suzuki,Dzire,2024,Petrol,Automatic,3330000,13.9,1800,6,13800,1,Luxury,Low Mileage
4571,Hyundai,i20,2023,Diesel,Manual,2930000,23.6,1500,5,24000,2,Luxury,High Mileage
4572,Volkswagen,Taigun,2018,Electric,Manual,1500000,20.2,1200,7,13300,7,Mid Range,High Mileage
4573,Tata Motors,Nexon,2023,CNG,Manual,3200000,11.8,2500,5,13100,2,Luxury,Low Mileage
4574,Tata Motors,Harrier,2019,Electric,Automatic,2680000,24.8,1500,4,14100,6,Luxury,High Mileage
4575,Hyundai,Venue,2024,Diesel,Manual,3050000,16.9,800,6,11800,1,Luxury,Low Mileage
4576,Mahindra,Scorpio,2016,Electric,Manual,2590000,19.8,800,4,19400,9,Luxury,Low Mileage
4577,Honda,Jazz,2021,CNG,Automatic,3490000,15.3,800,7,9200,4,Luxury,Low Mileage
4578,Mahindra,XUV300,2018,CNG,Manual,1780000,11.6,2000,4,22700,7,Mid Range,Low Mileage
4579,Kia,Sonet,2019,CNG,Automatic,2040000,20,800,6,17500,6,Luxury,High Mileage
4580,Tata Motors,Punch,2015,Diesel,Automatic,520000,26.8,800,6,7700,10,Budget,High Mileage
4581,Tata Motors,Punch,2020,Petrol,Manual,1050000,23.4,2500,5,6200,5,Mid Range,High Mileage
4582,Maruti Suzuki,Swift,2023,Electric,Automatic,3020000,10.5,2500,5,22000,2,Luxury,Low Mileage
4583,Mahindra,Thar,2015,CNG,Automatic,1800000,29.9,1500,6,16400,10,Mid Range,High Mileage
4584,Kia,Carnival,2023,Electric,Automatic,780000,19.3,1200,6,11600,2,Budget,Low Mileage
4585,Hyundai,Venue,2024,CNG,Automatic,3020000,20.7,1500,7,24100,1,Luxury,High Mileage
4586,Honda,Jazz,2021,CNG,Manual,2670000,20.1,1000,4,24000,4,Luxury,High Mileage
4587,Toyota,Urban Cruiser,2018,CNG,Manual,510000,22.7,1200,6,16100,7,Budget,High Mileage
4588,Mahindra,XUV300,2022,CNG,Automatic,1920000,12.8,800,5,23200,3,Mid Range,Low Mileage
4589,Maruti Suzuki,Ertiga,2017,Diesel,Automatic,2190000,15.7,1200,4,6700,8,Luxury,Low Mileage
4590,Hyundai,i10,2024,Electric,Automatic,2920000,21.1,1500,7,6100,1,Luxury,High Mileage
4591,Volkswagen,Polo,2020,Petrol,Manual,2140000,13.8,1200,6,5400,5,Luxury,Low Mileage
4592,Renault,Kwid,2018,Electric,Manual,2270000,20.7,1200,7,5500,7,Luxury,High Mileage
4593,Volkswagen,Tiguan,2017,Petrol,Automatic,3260000,19.6,1200,5,14500,8,Luxury,Low Mileage
4594,Honda,WR-V,2015,CNG,Manual,1210000,23.5,2000,4,20800,10,Mid Range,High Mileage
4595,Volkswagen,Tiguan,2024,CNG,Manual,1060000,13.6,1800,6,12300,1,Mid Range,Low Mileage
4596,Skoda,Superb,2019,Petrol,Manual,1480000,22.4,1800,6,7200,6,Mid Range,High Mileage
4597,Maruti Suzuki,Ertiga,2024,CNG,Manual,1310000,22.1,1000,5,24100,1,Mid Range,High Mileage
4598,Volkswagen,Vento,2020,Electric,Automatic,2150000,20.7,1000,6,6800,5,Luxury,High Mileage
4599,Maruti Suzuki,Ertiga,2021,CNG,Manual,3400000,26,2500,5,15300,4,Luxury,High Mileage
4600,Kia,Carens,2019,Electric,Automatic,3130000,19.8,2000,5,9900,6,Luxury,Low Mileage
4601,Tata Motors,Harrier,2015,CNG,Automatic,2200000,11.9,1800,5,19600,10,Luxury,Low Mileage
4602,Maruti Suzuki,Dzire,2020,Petrol,Manual,1950000,13.8,800,5,23400,5,Mid Range,Low Mileage
4603,Hyundai,i20,2024,Electric,Automatic,2360000,11.8,1000,7,6400,1,Luxury,Low Mileage
4604,Mahindra,XUV700,2017,Electric,Automatic,470000,22.8,800,6,20500,8,Budget,High Mileage
4605,Hyundai,Venue,2022,Petrol,Automatic,1110000,11.2,1000,7,13300,3,Mid Range,Low Mileage
4606,Honda,WR-V,2015,Electric,Automatic,1100000,22,1500,6,9700,10,Mid Range,High Mileage
4607,Honda,Jazz,2018,Petrol,Manual,890000,16.4,1800,7,19700,7,Budget,Low Mileage
4608,Honda,City,2016,Electric,Manual,3170000,19.6,1200,5,9500,9,Luxury,Low Mileage
4609,Volkswagen,Vento,2021,Electric,Manual,3140000,24,1800,6,5000,4,Luxury,High Mileage
4610,Hyundai,Creta,2020,Diesel,Manual,2130000,28.6,2000,5,15400,5,Luxury,High Mileage
4611,Tata Motors,Harrier,2019,Petrol,Automatic,820000,15.5,2000,5,8200,6,Budget,Low Mileage
4612,Honda,Jazz,2019,CNG,Manual,2550000,19.9,800,6,22500,6,Luxury,Low Mileage
4613,Skoda,Kushaq,2019,Electric,Manual,720000,14.4,1200,7,5200,6,Budget,Low Mileage
4614,Skoda,Slavia,2023,CNG,Manual,1730000,25.5,2000,4,17400,2,Mid Range,High Mileage
4615,Tata Motors,Nexon,2017,Petrol,Automatic,430000,25.6,1000,7,10100,8,Budget,High Mileage
4616,Tata Motors,Tiago,2018,Petrol,Automatic,2530000,14.5,1800,5,17900,7,Luxury,Low Mileage
4617,Kia,Carnival,2023,Diesel,Manual,1470000,16.4,2000,4,12300,2,Mid Range,Low Mileage
4618,Renault,Kiger,2015,CNG,Automatic,3410000,27.3,1500,4,24600,10,Luxury,High Mileage
4619,Tata Motors,Tiago,2020,Petrol,Automatic,2720000,28.1,1200,4,11300,5,Luxury,High Mileage
4620,Skoda,Slavia,2018,Electric,Automatic,1300000,21.5,800,7,14700,7,Mid Range,High Mileage
4621,Tata Motors,Nexon,2019,Electric,Automatic,2970000,13.7,800,4,19100,6,Luxury,Low Mileage
4622,Maruti Suzuki,Swift,2015,Diesel,Manual,690000,20.3,1800,6,17000,10,Budget,High Mileage
4623,Mahindra,XUV300,2021,Diesel,Manual,2980000,16,800,5,6400,4,Luxury,Low Mileage
4624,Renault,Lodgy,2020,Petrol,Manual,2690000,18.2,1000,7,17600,5,Luxury,Low Mileage
4625,Mahindra,Bolero,2016,CNG,Manual,990000,21,2500,4,11100,9,Budget,High Mileage
4626,Skoda,Superb,2020,Petrol,Automatic,1150000,21.6,1500,4,17900,5,Mid Range,High Mileage
4627,Skoda,Kushaq,2024,Diesel,Automatic,2020000,11.7,2500,7,13500,1,Luxury,Low Mileage
4628,Honda,City,2019,Petrol,Manual,1500000,11.7,1800,4,23900,6,Mid Range,Low Mileage
4629,Hyundai,Venue,2016,CNG,Automatic,2560000,12.6,1500,7,12400,9,Luxury,Low Mileage
4630,Renault,Triber,2022,Petrol,Automatic,2690000,25.5,1200,4,5500,3,Luxury,High Mileage
4631,Toyota,Fortuner,2016,CNG,Automatic,2110000,13.4,1200,7,14600,9,Luxury,Low Mileage
